10 0 0.001566
10 1 0.001286
10 2 0.00124
10 3 0.001466
10 4 0.001741
10 5 0.002546
10 6 0.005842
10 7 0.423769
20 0 0.029118
20 1 0.018702
20 2 0.011385
20 3 0.007935
20 4 0.008573
20 5 0.009965
20 6 0.016755
20 7 0.410791
30 0 0.108465
30 1 0.08561
30 2 0.045735
30 3 0.026864
30 4 0.024792
30 5 0.023147
30 6 0.028769
30 7 0.357154
40 0 0.266909
40 1 0.212207
40 2 0.123911
40 3 0.068978
40 4 0.05944
40 5 0.062319
40 6 0.059351
40 7 0.375451
50 0 0.536823
50 1 0.409943
50 2 0.249276
50 3 0.148236
50 4 0.102929
50 5 0.082376
50 6 0.079272
50 7 0.268038
60 0 0.948671
60 1 0.591431
60 2 0.518568
60 3 0.324486
60 4 0.214459
60 5 0.15641
60 6 0.145369
60 7 0.371398
70 0 1.5662
70 1 0.943533
70 2 0.710464
70 3 0.437908
70 4 0.359163
70 5 0.246163
70 6 0.236305
70 7 0.661334
80 0 2.36902
80 1 1.28181
80 2 1.05514
80 3 0.531461
80 4 0.480476
80 5 0.374889
80 6 0.322535
80 7 0.388142
90 0 3.42805
90 1 1.84446
90 2 1.18439
90 3 0.760061
90 4 0.756162
90 5 0.472098
90 6 0.471712
90 7 0.496052
100 0 4.74889
100 1 2.67547
100 2 1.93661
100 3 1.17189
100 4 1.29627
100 5 0.728205
100 6 0.644418
100 7 0.976898
