32 32 0.406351
64 32 0.440108
128 32 0.495347
256 32 0.657134
512 32 0.912564
32 64 2.404193
64 64 2.298232
128 64 2.532088
256 64 2.734338
512 64 3.299374
32 128 27.086957
64 128 26.065618
128 128 25.702247
256 128 25.961079
512 128 27.015422
32 256 533.639595
64 256 524.678305
128 256 519.430124
256 256 517.500907
512 256 
